X,CH1,CH2,Start,Increment,
Sequence,Volt,Volt,-3.258000e-05,2.000000e-09
0,1.80e+01,-8.00e-02,
1,1.80e+01,-8.00e-02,
2,1.80e+01,-8.00e-02,
3,1.82e+01,-8.00e-02,
4,1.80e+01,-8.00e-02,
5,1.80e+01,-8.00e-02,
6,1.80e+01,-8.00e-02,
7,1.80e+01,-8.00e-02,
8,1.80e+01,-8.00e-02,
9,1.80e+01,-8.00e-02,
10,1.80e+01,-8.00e-02,
11,1.82e+01,-8.00e-02,
12,1.80e+01,-8.00e-02,
13,1.80e+01,-8.00e-02,
14,1.80e+01,-8.00e-02,
15,1.80e+01,-8.00e-02,
16,1.80e+01,-8.00e-02,
17,1.80e+01,-8.00e-02,
18,1.80e+01,-8.00e-02,
19,1.80e+01,-8.00e-02,
20,1.80e+01,-8.00e-02,
21,1.80e+01,-8.00e-02,
22,1.80e+01,-8.00e-02,
23,1.80e+01,-8.00e-02,
24,1.80e+01,-8.00e-02,
25,1.80e+01,-8.00e-02,
26,1.80e+01,-8.00e-02,
27,1.80e+01,-8.00e-02,
28,1.80e+01,-8.00e-02,
29,1.80e+01,-8.00e-02,
30,1.80e+01,-8.00e-02,
31,1.80e+01,-8.00e-02,
32,1.80e+01,-8.00e-02,
33,1.80e+01,-8.00e-02,
34,1.80e+01,-8.00e-02,
35,1.80e+01,-8.00e-02,
36,1.80e+01,-8.00e-02,
37,1.80e+01,-8.00e-02,
38,1.80e+01,-8.00e-02,
39,1.82e+01,-8.00e-02,
40,1.80e+01,-8.00e-02,
41,1.80e+01,-8.00e-02,
42,1.80e+01,-8.00e-02,
43,1.82e+01,-8.00e-02,
44,1.80e+01,-8.00e-02,
45,1.80e+01,-8.00e-02,
46,1.80e+01,-8.00e-02,
47,1.80e+01,-8.00e-02,
48,1.80e+01,-8.00e-02,
49,1.80e+01,-8.00e-02,
50,1.80e+01,-8.00e-02,
51,1.80e+01,-8.00e-02,
52,1.80e+01,-8.00e-02,
53,1.80e+01,-8.00e-02,
54,1.80e+01,-8.00e-02,
55,1.80e+01,-8.00e-02,
56,1.80e+01,-8.00e-02,
57,1.80e+01,-8.00e-02,
58,1.80e+01,-8.00e-02,
59,1.80e+01,-8.00e-02,
60,1.80e+01,-8.00e-02,
61,1.80e+01,-8.00e-02,
62,1.80e+01,-8.00e-02,
63,1.80e+01,-8.00e-02,
64,1.80e+01,-8.00e-02,
65,1.80e+01,-8.00e-02,
66,1.80e+01,-8.00e-02,
67,1.80e+01,-8.00e-02,
68,1.80e+01,-8.00e-02,
69,1.80e+01,-8.00e-02,
70,1.80e+01,-8.00e-02,
71,1.80e+01,-8.00e-02,
72,1.80e+01,-8.00e-02,
73,1.80e+01,-8.00e-02,
74,1.80e+01,-8.00e-02,
75,1.80e+01,-8.00e-02,
76,1.80e+01,-8.00e-02,
77,1.80e+01,-8.00e-02,
78,1.80e+01,-8.00e-02,
79,1.82e+01,-8.00e-02,
80,1.80e+01,-8.00e-02,
81,1.80e+01,-8.00e-02,
82,1.80e+01,-8.00e-02,
83,1.80e+01,-8.00e-02,
84,1.80e+01,-8.00e-02,
85,1.80e+01,-8.00e-02,
86,1.80e+01,-8.00e-02,
87,1.82e+01,-8.00e-02,
88,1.80e+01,-8.00e-02,
89,1.80e+01,-8.00e-02,
90,1.80e+01,-8.00e-02,
91,1.82e+01,-8.00e-02,
92,1.80e+01,-8.00e-02,
93,1.80e+01,-8.00e-02,
94,1.80e+01,-8.00e-02,
95,1.80e+01,-8.00e-02,
96,1.80e+01,-8.00e-02,
97,1.80e+01,-8.00e-02,
98,1.80e+01,-8.00e-02,
99,1.80e+01,-8.00e-02,
100,1.80e+01,-8.00e-02,
101,1.80e+01,-8.00e-02,
102,1.80e+01,-8.00e-02,
103,1.82e+01,-8.00e-02,
104,1.80e+01,-8.00e-02,
105,1.80e+01,-8.00e-02,
106,1.80e+01,-8.00e-02,
107,1.80e+01,-8.00e-02,
108,1.80e+01,-8.00e-02,
109,1.80e+01,-8.00e-02,
110,1.80e+01,-8.00e-02,
111,1.80e+01,-8.00e-02,
112,1.80e+01,-8.00e-02,
113,1.80e+01,-8.00e-02,
114,1.80e+01,-8.00e-02,
115,1.80e+01,-8.00e-02,
116,1.80e+01,-8.00e-02,
117,1.80e+01,-8.00e-02,
118,1.80e+01,-8.00e-02,
119,1.80e+01,-8.00e-02,
120,1.80e+01,-8.00e-02,
121,1.80e+01,-8.00e-02,
122,1.80e+01,-8.00e-02,
123,1.82e+01,-8.00e-02,
124,1.80e+01,-8.00e-02,
125,1.80e+01,-8.00e-02,
126,1.80e+01,-8.00e-02,
127,1.80e+01,-8.00e-02,
128,1.80e+01,-8.00e-02,
129,1.80e+01,-8.00e-02,
130,1.80e+01,-8.00e-02,
131,1.80e+01,-8.00e-02,
132,1.80e+01,-8.00e-02,
133,1.80e+01,-8.00e-02,
134,1.80e+01,-8.00e-02,
135,1.80e+01,-8.00e-02,
136,1.80e+01,-8.00e-02,
137,1.80e+01,-8.00e-02,
138,1.80e+01,-8.00e-02,
139,1.80e+01,-8.00e-02,
140,1.80e+01,-8.00e-02,
141,1.80e+01,-8.00e-02,
142,1.80e+01,-8.00e-02,
143,1.82e+01,-8.00e-02,
144,1.80e+01,-8.00e-02,
145,1.80e+01,-8.00e-02,
146,1.80e+01,-8.00e-02,
147,1.80e+01,-8.00e-02,
148,1.80e+01,-8.00e-02,
149,1.80e+01,-8.00e-02,
150,1.80e+01,-8.00e-02,
151,1.82e+01,-8.00e-02,
152,1.80e+01,-8.00e-02,
153,1.80e+01,-8.00e-02,
154,1.80e+01,-8.00e-02,
155,1.80e+01,-8.00e-02,
156,1.80e+01,-8.00e-02,
157,1.80e+01,-8.00e-02,
158,1.80e+01,-8.00e-02,
159,1.80e+01,-8.00e-02,
160,1.80e+01,-8.00e-02,
161,1.80e+01,-8.00e-02,
162,1.80e+01,-8.00e-02,
163,1.82e+01,-8.00e-02,
164,1.80e+01,-8.00e-02,
165,1.80e+01,-8.00e-02,
166,1.80e+01,-8.00e-02,
167,1.80e+01,-8.00e-02,
168,1.80e+01,-8.00e-02,
169,1.80e+01,-8.00e-02,
170,1.80e+01,-8.00e-02,
171,1.80e+01,-8.00e-02,
172,1.80e+01,-8.00e-02,
173,1.80e+01,-8.00e-02,
174,1.80e+01,-8.00e-02,
175,1.80e+01,-8.00e-02,
176,1.80e+01,-8.00e-02,
177,1.80e+01,-8.00e-02,
178,1.80e+01,-8.00e-02,
179,1.80e+01,-8.00e-02,
180,1.80e+01,-8.00e-02,
181,1.80e+01,-8.00e-02,
182,1.80e+01,-8.00e-02,
183,1.80e+01,-8.00e-02,
184,1.80e+01,-8.00e-02,
185,1.80e+01,-8.00e-02,
186,1.80e+01,-8.00e-02,
187,1.80e+01,-8.00e-02,
188,1.80e+01,-8.00e-02,
189,1.80e+01,-8.00e-02,
190,1.80e+01,-8.00e-02,
191,1.80e+01,-8.00e-02,
192,1.80e+01,-8.00e-02,
193,1.80e+01,-8.00e-02,
194,1.80e+01,-8.00e-02,
195,1.80e+01,-8.00e-02,
196,1.80e+01,-8.00e-02,
197,1.80e+01,-8.00e-02,
198,1.80e+01,-8.00e-02,
199,1.80e+01,-8.00e-02,
200,1.80e+01,-8.00e-02,
201,1.80e+01,-8.00e-02,
202,1.80e+01,-8.00e-02,
203,1.80e+01,-8.00e-02,
204,1.80e+01,-8.00e-02,
205,1.80e+01,-8.00e-02,
206,1.80e+01,-8.00e-02,
207,1.80e+01,-8.00e-02,
208,1.80e+01,-8.00e-02,
209,1.80e+01,-8.00e-02,
210,1.80e+01,-8.00e-02,
211,1.80e+01,-8.00e-02,
212,1.80e+01,-8.00e-02,
213,1.80e+01,-8.00e-02,
214,1.80e+01,-8.00e-02,
215,1.80e+01,-8.00e-02,
216,1.80e+01,-8.00e-02,
217,1.80e+01,-8.00e-02,
218,1.80e+01,-8.00e-02,
219,1.82e+01,-8.00e-02,
220,1.80e+01,-8.00e-02,
221,1.80e+01,-8.00e-02,
222,1.80e+01,-8.00e-02,
223,1.80e+01,-8.00e-02,
224,1.80e+01,-8.00e-02,
225,1.80e+01,-8.00e-02,
226,1.80e+01,-8.00e-02,
227,1.80e+01,-8.00e-02,
228,1.80e+01,-8.00e-02,
229,1.80e+01,-8.00e-02,
230,1.80e+01,-8.00e-02,
231,1.80e+01,-8.00e-02,
232,1.80e+01,-8.00e-02,
233,1.80e+01,-8.00e-02,
234,1.80e+01,-8.00e-02,
235,1.80e+01,-8.00e-02,
236,1.80e+01,-8.00e-02,
237,1.80e+01,-8.00e-02,
238,1.80e+01,-8.00e-02,
239,1.80e+01,-8.00e-02,
240,1.80e+01,-8.00e-02,
241,1.80e+01,-8.00e-02,
242,1.80e+01,-8.00e-02,
243,1.80e+01,-8.00e-02,
244,1.80e+01,-8.00e-02,
245,1.80e+01,-8.00e-02,
246,1.80e+01,-8.00e-02,
247,1.80e+01,-8.00e-02,
248,1.80e+01,-8.00e-02,
249,1.80e+01,-8.00e-02,
250,1.80e+01,-8.00e-02,
251,1.80e+01,-8.00e-02,
252,1.80e+01,-8.00e-02,
253,1.80e+01,-8.00e-02,
254,1.80e+01,-8.00e-02,
255,1.80e+01,-8.00e-02,
256,1.80e+01,-8.00e-02,
257,1.80e+01,-8.00e-02,
258,1.80e+01,-8.00e-02,
259,1.80e+01,-8.00e-02,
260,1.80e+01,-8.00e-02,
261,1.80e+01,-8.00e-02,
262,1.80e+01,-8.00e-02,
263,1.80e+01,-8.00e-02,
264,1.80e+01,-8.00e-02,
265,1.80e+01,-8.00e-02,
266,1.80e+01,-8.00e-02,
267,1.80e+01,-8.00e-02,
268,1.80e+01,-8.00e-02,
269,1.80e+01,-8.00e-02,
270,1.80e+01,-8.00e-02,
271,1.80e+01,-8.00e-02,
272,1.80e+01,-8.00e-02,
273,1.80e+01,-8.00e-02,
274,1.80e+01,-8.00e-02,
275,1.80e+01,-8.00e-02,
276,1.80e+01,-8.00e-02,
277,1.80e+01,-8.00e-02,
278,1.80e+01,-8.00e-02,
279,1.80e+01,-8.00e-02,
280,1.80e+01,-8.00e-02,
281,1.80e+01,-8.00e-02,
282,1.80e+01,-8.00e-02,
283,1.80e+01,-8.00e-02,
284,1.80e+01,-8.00e-02,
285,1.80e+01,-8.00e-02,
286,1.80e+01,-8.00e-02,
287,1.80e+01,-8.00e-02,
288,1.80e+01,-8.00e-02,
