X,CH1,CH2,CH3,Start,Increment,
Sequence,Volt,Volt,Volt,-1.220000e-06,4.000000e-09
0,2.52e-01,4.00e-01,3.56e+01,
1,2.52e-01,4.00e-01,3.56e+01,
2,2.52e-01,4.00e-01,3.56e+01,
3,2.52e-01,4.00e-01,3.56e+01,
4,2.52e-01,4.00e-01,3.56e+01,
5,2.52e-01,4.00e-01,3.56e+01,
6,2.52e-01,4.00e-01,3.56e+01,
7,2.52e-01,4.00e-01,3.56e+01,
8,2.52e-01,4.00e-01,3.56e+01,
9,2.52e-01,4.00e-01,3.56e+01,
10,2.52e-01,4.00e-01,3.56e+01,
11,2.52e-01,4.00e-01,3.56e+01,
12,2.52e-01,4.00e-01,3.56e+01,
13,2.52e-01,4.00e-01,3.56e+01,
14,2.52e-01,4.00e-01,3.56e+01,
15,2.52e-01,4.00e-01,3.56e+01,
16,2.52e-01,4.00e-01,3.56e+01,
17,2.52e-01,4.00e-01,3.56e+01,
18,2.52e-01,4.00e-01,3.56e+01,
19,2.52e-01,4.00e-01,3.56e+01,
20,2.52e-01,4.00e-01,3.56e+01,
21,2.52e-01,4.00e-01,3.56e+01,
22,2.52e-01,4.00e-01,3.56e+01,
23,2.52e-01,4.00e-01,3.56e+01,
24,2.52e-01,4.00e-01,3.56e+01,
25,2.52e-01,4.00e-01,3.56e+01,
26,2.52e-01,4.00e-01,3.56e+01,
27,2.52e-01,4.00e-01,3.56e+01,
28,2.52e-01,4.00e-01,3.56e+01,
29,2.52e-01,4.00e-01,3.56e+01,
30,2.52e-01,4.00e-01,3.56e+01,
31,2.52e-01,4.00e-01,3.56e+01,
32,2.52e-01,4.00e-01,3.56e+01,
33,2.68e-01,4.00e-01,3.56e+01,
34,2.68e-01,4.00e-01,3.56e+01,
35,2.68e-01,4.00e-01,3.56e+01,
36,2.52e-01,4.00e-01,3.56e+01,
37,2.52e-01,4.00e-01,3.56e+01,
38,2.52e-01,4.00e-01,3.56e+01,
39,2.68e-01,4.00e-01,3.56e+01,
40,2.68e-01,4.00e-01,3.56e+01,
41,2.68e-01,4.00e-01,3.56e+01,
42,2.68e-01,4.00e-01,3.56e+01,
43,2.68e-01,4.00e-01,3.56e+01,
44,2.68e-01,4.00e-01,3.56e+01,
45,2.68e-01,4.00e-01,3.56e+01,
46,2.68e-01,4.00e-01,3.56e+01,
47,2.68e-01,4.00e-01,3.56e+01,
48,2.68e-01,4.00e-01,3.56e+01,
49,2.68e-01,4.00e-01,3.56e+01,
50,2.68e-01,4.00e-01,3.56e+01,
51,2.68e-01,4.00e-01,3.56e+01,
52,2.68e-01,4.00e-01,3.56e+01,
53,2.68e-01,4.00e-01,3.56e+01,
54,2.68e-01,-4.00e-01,3.56e+01,
55,2.68e-01,4.00e-01,3.56e+01,
